claude_file	source_line	symbol_kind	symbol_name	feature_id	target_simple_file	planned_simple_symbol	implementation_action	test_gate
bootstrap/state.ts	500	function	getOriginalCwd	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getOriginalCwd	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	511	function	getProjectRoot	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getProjectRoot	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	515	function	setOriginalCwd	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setOriginalCwd	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	523	function	setProjectRoot	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setProjectRoot	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	527	function	getCwdState	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getCwdState	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	531	function	setCwdState	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setCwdState	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	535	function	getDirectConnectServerUrl	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getDirectConnectServerUrl	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	539	function	setDirectConnectServerUrl	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setDirectConnectServerUrl	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	543	function	addToTotalDurationState	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_addToTotalDurationState	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	551	function	resetTotalDurationStateAndCost_FOR_TESTS_ONLY	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_resetTotalDurationStateAndCost_FOR_TESTS_ONLY	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	557	function	addToTotalCostState	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_addToTotalCostState	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	566	function	getTotalCostUSD	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTotalCostUSD	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	570	function	getTotalAPIDuration	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTotalAPIDuration	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	574	function	getTotalDuration	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTotalDuration	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	578	function	getTotalAPIDurationWithoutRetries	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTotalAPIDurationWithoutRetries	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	582	function	getTotalToolDuration	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTotalToolDuration	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	586	function	addToToolDuration	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_addToToolDuration	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	592	function	getTurnHookDurationMs	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTurnHookDurationMs	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	596	function	addToTurnHookDuration	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_addToTurnHookDuration	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	601	function	resetTurnHookDuration	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_resetTurnHookDuration	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	606	function	getTurnHookCount	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTurnHookCount	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	610	function	getTurnToolDurationMs	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTurnToolDurationMs	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	614	function	resetTurnToolDuration	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_resetTurnToolDuration	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	619	function	getTurnToolCount	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTurnToolCount	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	623	function	getTurnClassifierDurationMs	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTurnClassifierDurationMs	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	627	function	addToTurnClassifierDuration	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_addToTurnClassifierDuration	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	632	function	resetTurnClassifierDuration	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_resetTurnClassifierDuration	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	637	function	getTurnClassifierCount	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTurnClassifierCount	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	641	function	getStatsStore	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getStatsStore	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	647	function	setStatsStore	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setStatsStore	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	667	function	updateLastInteractionTime	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_updateLastInteractionTime	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	680	function	flushInteractionTime	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_flushInteractionTime	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	686	function	flushInteractionTime_inner	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_flushInteractionTime_inner	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	691	function	addToTotalLinesChanged	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_addToTotalLinesChanged	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	696	function	getTotalLinesAdded	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTotalLinesAdded	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	700	function	getTotalLinesRemoved	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTotalLinesRemoved	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	704	function	getTotalInputTokens	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTotalInputTokens	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	708	function	getTotalOutputTokens	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTotalOutputTokens	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	712	function	getTotalCacheReadInputTokens	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTotalCacheReadInputTokens	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	716	function	getTotalCacheCreationInputTokens	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTotalCacheCreationInputTokens	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	720	function	getTotalWebSearchRequests	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTotalWebSearchRequests	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	726	function	getTurnOutputTokens	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTurnOutputTokens	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	729	function	getCurrentTurnTokenBudget	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getCurrentTurnTokenBudget	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	733	function	snapshotOutputTokensForTurn	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_snapshotOutputTokensForTurn	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	738	function	getBudgetContinuationCount	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getBudgetContinuationCount	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	741	function	incrementBudgetContinuationCount	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_incrementBudgetContinuationCount	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	745	function	setHasUnknownModelCost	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setHasUnknownModelCost	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	749	function	hasUnknownModelCost	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_hasUnknownModelCost	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	753	function	getLastMainRequestId	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getLastMainRequestId	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	757	function	setLastMainRequestId	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setLastMainRequestId	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	761	function	getLastApiCompletionTimestamp	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getLastApiCompletionTimestamp	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	765	function	setLastApiCompletionTimestamp	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setLastApiCompletionTimestamp	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	771	function	markPostCompaction	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_markPostCompaction	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	777	function	consumePostCompaction	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_consumePostCompaction	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	783	function	getLastInteractionTime	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getLastInteractionTime	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	798	function	markScrollActivity	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_markScrollActivity	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	811	function	getIsScrollDraining	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getIsScrollDraining	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	818	function	waitForScrollIdle	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_waitForScrollIdle	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	826	function	getModelUsage	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getModelUsage	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	830	function	getUsageForModel	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getUsageForModel	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	838	function	getMainLoopModelOverride	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getMainLoopModelOverride	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	842	function	getInitialMainLoopModel	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getInitialMainLoopModel	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	846	function	setMainLoopModelOverride	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setMainLoopModelOverride	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	852	function	setInitialMainLoopModel	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setInitialMainLoopModel	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	856	function	getSdkBetas	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getSdkBetas	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	860	function	setSdkBetas	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setSdkBetas	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	864	function	resetCostState	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_resetCostState	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	881	function	setCostStateForRestore	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setCostStateForRestore	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	919	function	resetStateForTests	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_resetStateForTests	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	933	function	getModelStrings	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getModelStrings	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	938	function	setModelStrings	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setModelStrings	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	944	function	resetModelStringsForTestingOnly	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_resetModelStringsForTestingOnly	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	948	function	setMeter	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setMeter	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	989	function	getMeter	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getMeter	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	993	function	getSessionCounter	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getSessionCounter	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	997	function	getLocCounter	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getLocCounter	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1001	function	getPrCounter	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getPrCounter	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1005	function	getCommitCounter	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getCommitCounter	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1009	function	getCostCounter	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getCostCounter	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1013	function	getTokenCounter	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTokenCounter	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1017	function	getCodeEditToolDecisionCounter	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getCodeEditToolDecisionCounter	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1021	function	getActiveTimeCounter	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getActiveTimeCounter	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1025	function	getLoggerProvider	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getLoggerProvider	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1029	function	setLoggerProvider	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setLoggerProvider	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1033	function	getEventLogger	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getEventLogger	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1037	function	setEventLogger	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setEventLogger	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1043	function	getMeterProvider	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getMeterProvider	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1047	function	setMeterProvider	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setMeterProvider	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1050	function	getTracerProvider	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getTracerProvider	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1053	function	setTracerProvider	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setTracerProvider	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1057	function	getIsNonInteractiveSession	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getIsNonInteractiveSession	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1061	function	getIsInteractive	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getIsInteractive	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1065	function	setIsInteractive	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setIsInteractive	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1069	function	getClientType	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getClientType	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1073	function	setClientType	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setClientType	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1077	function	getSdkAgentProgressSummariesEnabled	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getSdkAgentProgressSummariesEnabled	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1081	function	setSdkAgentProgressSummariesEnabled	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setSdkAgentProgressSummariesEnabled	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1085	function	getKairosActive	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getKairosActive	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1089	function	setKairosActive	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setKairosActive	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1093	function	getStrictToolResultPairing	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getStrictToolResultPairing	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1097	function	setStrictToolResultPairing	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setStrictToolResultPairing	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1104	function	getUserMsgOptIn	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getUserMsgOptIn	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1108	function	setUserMsgOptIn	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setUserMsgOptIn	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1112	function	getSessionSource	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getSessionSource	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1116	function	setSessionSource	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setSessionSource	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1120	function	getQuestionPreviewFormat	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getQuestionPreviewFormat	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1124	function	setQuestionPreviewFormat	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setQuestionPreviewFormat	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1128	function	getAgentColorMap	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getAgentColorMap	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1132	function	getFlagSettingsPath	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getFlagSettingsPath	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1136	function	setFlagSettingsPath	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setFlagSettingsPath	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1140	function	getFlagSettingsInline	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getFlagSettingsInline	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1144	function	setFlagSettingsInline	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setFlagSettingsInline	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1150	function	getSessionIngressToken	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getSessionIngressToken	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1154	function	setSessionIngressToken	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setSessionIngressToken	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1158	function	getOauthTokenFromFd	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getOauthTokenFromFd	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1162	function	setOauthTokenFromFd	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setOauthTokenFromFd	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1166	function	getApiKeyFromFd	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getApiKeyFromFd	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1170	function	setApiKeyFromFd	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setApiKeyFromFd	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1174	function	setLastAPIRequest	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setLastAPIRequest	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1180	function	getLastAPIRequest	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getLastAPIRequest	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1187	function	setLastAPIRequestMessages	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setLastAPIRequestMessages	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1193	function	getLastAPIRequestMessages	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getLastAPIRequestMessages	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1199	function	setLastClassifierRequests	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setLastClassifierRequests	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1203	function	getLastClassifierRequests	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getLastClassifierRequests	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1207	function	setCachedClaudeMdContent	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setCachedClaudeMdContent	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1211	function	getCachedClaudeMdContent	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getCachedClaudeMdContent	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1215	function	addToInMemoryErrorLog	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_addToInMemoryErrorLog	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1226	function	getAllowedSettingSources	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getAllowedSettingSources	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1230	function	setAllowedSettingSources	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setAllowedSettingSources	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1234	function	preferThirdPartyAuthentication	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_preferThirdPartyAuthentication	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1239	function	setInlinePlugins	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setInlinePlugins	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1243	function	getInlinePlugins	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getInlinePlugins	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1247	function	setChromeFlagOverride	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setChromeFlagOverride	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1251	function	getChromeFlagOverride	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getChromeFlagOverride	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1255	function	setUseCoworkPlugins	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_setUseCoworkPlugins	port-symbol-behavior	unit + system parity assertion
bootstrap/state.ts	1260	function	getUseCoworkPlugins	bootstrap	src/app/llm_caret/claude_full/bootstrap/state.spl	function_getUseCoworkPlugins	port-symbol-behavior	unit + system parity assertion
