claude_file	source_loc	extension	feature_id	target_simple_file	target_min_loc	target_capsule	implementation_action	primary_tests	done_gate
bridge/bridgeStatusUtil.ts	163	ts	bridge	src/app/llm_caret/claude_full/bridge/bridgeStatusUtil.spl	163	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/bridgeStatusUtil_spec.spl	target LOC >= 163; behavior parity assertions; symbol rows implemented
bridge/bridgeUI.ts	530	ts	bridge	src/app/llm_caret/claude_full/bridge/bridgeUI.spl	530	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/bridgeUI_spec.spl	target LOC >= 530; behavior parity assertions; symbol rows implemented
bridge/capacityWake.ts	56	ts	bridge	src/app/llm_caret/claude_full/bridge/capacityWake.spl	56	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/capacityWake_spec.spl	target LOC >= 56; behavior parity assertions; symbol rows implemented
bridge/codeSessionApi.ts	168	ts	bridge	src/app/llm_caret/claude_full/bridge/codeSessionApi.spl	168	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/codeSessionApi_spec.spl	target LOC >= 168; behavior parity assertions; symbol rows implemented
bridge/createSession.ts	384	ts	bridge	src/app/llm_caret/claude_full/bridge/createSession.spl	384	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/createSession_spec.spl	target LOC >= 384; behavior parity assertions; symbol rows implemented
bridge/debugUtils.ts	141	ts	bridge	src/app/llm_caret/claude_full/bridge/debugUtils.spl	141	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/debugUtils_spec.spl	target LOC >= 141; behavior parity assertions; symbol rows implemented
bridge/envLessBridgeConfig.ts	165	ts	bridge	src/app/llm_caret/claude_full/bridge/envLessBridgeConfig.spl	165	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/envLessBridgeConfig_spec.spl	target LOC >= 165; behavior parity assertions; symbol rows implemented
bridge/flushGate.ts	71	ts	bridge	src/app/llm_caret/claude_full/bridge/flushGate.spl	71	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/flushGate_spec.spl	target LOC >= 71; behavior parity assertions; symbol rows implemented
bridge/inboundAttachments.ts	175	ts	bridge	src/app/llm_caret/claude_full/bridge/inboundAttachments.spl	175	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/inboundAttachments_spec.spl	target LOC >= 175; behavior parity assertions; symbol rows implemented
bridge/inboundMessages.ts	80	ts	bridge	src/app/llm_caret/claude_full/bridge/inboundMessages.spl	80	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/inboundMessages_spec.spl	target LOC >= 80; behavior parity assertions; symbol rows implemented
bridge/initReplBridge.ts	569	ts	bridge	src/app/llm_caret/claude_full/bridge/initReplBridge.spl	569	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/initReplBridge_spec.spl	target LOC >= 569; behavior parity assertions; symbol rows implemented
bridge/jwtUtils.ts	256	ts	bridge	src/app/llm_caret/claude_full/bridge/jwtUtils.spl	256	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/jwtUtils_spec.spl	target LOC >= 256; behavior parity assertions; symbol rows implemented
bridge/pollConfigDefaults.ts	82	ts	bridge	src/app/llm_caret/claude_full/bridge/pollConfigDefaults.spl	82	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/pollConfigDefaults_spec.spl	target LOC >= 82; behavior parity assertions; symbol rows implemented
bridge/pollConfig.ts	110	ts	bridge	src/app/llm_caret/claude_full/bridge/pollConfig.spl	110	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/pollConfig_spec.spl	target LOC >= 110; behavior parity assertions; symbol rows implemented
bridge/remoteBridgeCore.ts	1008	ts	bridge	src/app/llm_caret/claude_full/bridge/remoteBridgeCore.spl	1008	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/remoteBridgeCore_spec.spl	target LOC >= 1008; behavior parity assertions; symbol rows implemented
bridge/replBridgeHandle.ts	36	ts	bridge	src/app/llm_caret/claude_full/bridge/replBridgeHandle.spl	36	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/replBridgeHandle_spec.spl	target LOC >= 36; behavior parity assertions; symbol rows implemented
bridge/replBridgeTransport.ts	370	ts	bridge	src/app/llm_caret/claude_full/bridge/replBridgeTransport.spl	370	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/replBridgeTransport_spec.spl	target LOC >= 370; behavior parity assertions; symbol rows implemented
bridge/replBridge.ts	2406	ts	bridge	src/app/llm_caret/claude_full/bridge/replBridge.spl	2406	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/replBridge_spec.spl	target LOC >= 2406; behavior parity assertions; symbol rows implemented
bridge/sessionIdCompat.ts	57	ts	bridge	src/app/llm_caret/claude_full/bridge/sessionIdCompat.spl	57	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/sessionIdCompat_spec.spl	target LOC >= 57; behavior parity assertions; symbol rows implemented
bridge/sessionRunner.ts	550	ts	bridge	src/app/llm_caret/claude_full/bridge/sessionRunner.spl	550	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/sessionRunner_spec.spl	target LOC >= 550; behavior parity assertions; symbol rows implemented
bridge/trustedDevice.ts	210	ts	bridge	src/app/llm_caret/claude_full/bridge/trustedDevice.spl	210	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/trustedDevice_spec.spl	target LOC >= 210; behavior parity assertions; symbol rows implemented
bridge/types.ts	262	ts	bridge	src/app/llm_caret/claude_full/bridge/types.spl	262	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/types_spec.spl	target LOC >= 262; behavior parity assertions; symbol rows implemented
bridge/workSecret.ts	127	ts	bridge	src/app/llm_caret/claude_full/bridge/workSecret.spl	127	llm_caret.claude_full.bridge	port-full-behavior	test/03_system/tools/llm/claude_full/bridge/workSecret_spec.spl	target LOC >= 127; behavior parity assertions; symbol rows implemented
buddy/CompanionSprite.tsx	370	tsx	buddy	src/app/llm_caret/claude_full/buddy/CompanionSprite.spl	370	llm_caret.claude_full.buddy	port-full-behavior	test/03_system/tools/llm/claude_full/buddy/CompanionSprite_spec.spl	target LOC >= 370; behavior parity assertions; symbol rows implemented
buddy/companion.ts	133	ts	buddy	src/app/llm_caret/claude_full/buddy/companion.spl	133	llm_caret.claude_full.buddy	port-full-behavior	test/03_system/tools/llm/claude_full/buddy/companion_spec.spl	target LOC >= 133; behavior parity assertions; symbol rows implemented
buddy/prompt.ts	36	ts	buddy	src/app/llm_caret/claude_full/buddy/prompt.spl	36	llm_caret.claude_full.buddy	port-full-behavior	test/03_system/tools/llm/claude_full/buddy/prompt_spec.spl	target LOC >= 36; behavior parity assertions; symbol rows implemented
buddy/sprites.ts	514	ts	buddy	src/app/llm_caret/claude_full/buddy/sprites.spl	514	llm_caret.claude_full.buddy	port-full-behavior	test/03_system/tools/llm/claude_full/buddy/sprites_spec.spl	target LOC >= 514; behavior parity assertions; symbol rows implemented
buddy/types.ts	148	ts	buddy	src/app/llm_caret/claude_full/buddy/types.spl	148	llm_caret.claude_full.buddy	port-full-behavior	test/03_system/tools/llm/claude_full/buddy/types_spec.spl	target LOC >= 148; behavior parity assertions; symbol rows implemented
buddy/useBuddyNotification.tsx	97	tsx	buddy	src/app/llm_caret/claude_full/buddy/useBuddyNotification.spl	97	llm_caret.claude_full.buddy	port-full-behavior	test/03_system/tools/llm/claude_full/buddy/useBuddyNotification_spec.spl	target LOC >= 97; behavior parity assertions; symbol rows implemented
cli/exit.ts	31	ts	cli	src/app/llm_caret/claude_full/cli/exit.spl	31	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/exit_spec.spl	target LOC >= 31; behavior parity assertions; symbol rows implemented
cli/handlers/agents.ts	70	ts	cli	src/app/llm_caret/claude_full/cli/handlers/agents.spl	70	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/handlers/agents_spec.spl	target LOC >= 70; behavior parity assertions; symbol rows implemented
cli/handlers/auth.ts	330	ts	cli	src/app/llm_caret/claude_full/cli/handlers/auth.spl	330	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/handlers/auth_spec.spl	target LOC >= 330; behavior parity assertions; symbol rows implemented
cli/handlers/autoMode.ts	170	ts	cli	src/app/llm_caret/claude_full/cli/handlers/autoMode.spl	170	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/handlers/autoMode_spec.spl	target LOC >= 170; behavior parity assertions; symbol rows implemented
cli/handlers/mcp.tsx	361	tsx	cli	src/app/llm_caret/claude_full/cli/handlers/mcp.spl	361	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/handlers/mcp_spec.spl	target LOC >= 361; behavior parity assertions; symbol rows implemented
cli/handlers/plugins.ts	878	ts	cli	src/app/llm_caret/claude_full/cli/handlers/plugins.spl	878	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/handlers/plugins_spec.spl	target LOC >= 878; behavior parity assertions; symbol rows implemented
cli/handlers/util.tsx	109	tsx	cli	src/app/llm_caret/claude_full/cli/handlers/util.spl	109	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/handlers/util_spec.spl	target LOC >= 109; behavior parity assertions; symbol rows implemented
cli/ndjsonSafeStringify.ts	32	ts	cli	src/app/llm_caret/claude_full/cli/ndjsonSafeStringify.spl	32	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/ndjsonSafeStringify_spec.spl	target LOC >= 32; behavior parity assertions; symbol rows implemented
cli/print.ts	5594	ts	cli	src/app/llm_caret/claude_full/cli/print.spl	5594	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/print_spec.spl	target LOC >= 5594; behavior parity assertions; symbol rows implemented
cli/remoteIO.ts	255	ts	cli	src/app/llm_caret/claude_full/cli/remoteIO.spl	255	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/remoteIO_spec.spl	target LOC >= 255; behavior parity assertions; symbol rows implemented
cli/structuredIO.ts	859	ts	cli	src/app/llm_caret/claude_full/cli/structuredIO.spl	859	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/structuredIO_spec.spl	target LOC >= 859; behavior parity assertions; symbol rows implemented
cli/transports/ccrClient.ts	998	ts	cli	src/app/llm_caret/claude_full/cli/transports/ccrClient.spl	998	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/transports/ccrClient_spec.spl	target LOC >= 998; behavior parity assertions; symbol rows implemented
cli/transports/HybridTransport.ts	282	ts	cli	src/app/llm_caret/claude_full/cli/transports/HybridTransport.spl	282	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/transports/HybridTransport_spec.spl	target LOC >= 282; behavior parity assertions; symbol rows implemented
cli/transports/SerialBatchEventUploader.ts	275	ts	cli	src/app/llm_caret/claude_full/cli/transports/SerialBatchEventUploader.spl	275	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/transports/SerialBatchEventUploader_spec.spl	target LOC >= 275; behavior parity assertions; symbol rows implemented
cli/transports/SSETransport.ts	711	ts	cli	src/app/llm_caret/claude_full/cli/transports/SSETransport.spl	711	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/transports/SSETransport_spec.spl	target LOC >= 711; behavior parity assertions; symbol rows implemented
cli/transports/transportUtils.ts	45	ts	cli	src/app/llm_caret/claude_full/cli/transports/transportUtils.spl	45	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/transports/transportUtils_spec.spl	target LOC >= 45; behavior parity assertions; symbol rows implemented
cli/transports/WebSocketTransport.ts	800	ts	cli	src/app/llm_caret/claude_full/cli/transports/WebSocketTransport.spl	800	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/transports/WebSocketTransport_spec.spl	target LOC >= 800; behavior parity assertions; symbol rows implemented
cli/transports/WorkerStateUploader.ts	131	ts	cli	src/app/llm_caret/claude_full/cli/transports/WorkerStateUploader.spl	131	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/transports/WorkerStateUploader_spec.spl	target LOC >= 131; behavior parity assertions; symbol rows implemented
cli/update.ts	422	ts	cli	src/app/llm_caret/claude_full/cli/update.spl	422	llm_caret.claude_full.cli	port-full-behavior	test/03_system/tools/llm/claude_full/cli/update_spec.spl	target LOC >= 422; behavior parity assertions; symbol rows implemented
commands/add-dir/add-dir.tsx	125	tsx	commands/add-dir	src/app/llm_caret/claude_full/commands/add-dir/add-dir.spl	125	llm_caret.claude_full.commands/add-dir	port-full-behavior	test/03_system/tools/llm/claude_full/commands/add-dir/add-dir_spec.spl	target LOC >= 125; behavior parity assertions; symbol rows implemented
commands/add-dir/index.ts	11	ts	commands/add-dir	src/app/llm_caret/claude_full/commands/add-dir/index.spl	11	llm_caret.claude_full.commands/add-dir	port-full-behavior	test/03_system/tools/llm/claude_full/commands/add-dir/index_spec.spl	target LOC >= 11; behavior parity assertions; symbol rows implemented
commands/add-dir/validation.ts	110	ts	commands/add-dir	src/app/llm_caret/claude_full/commands/add-dir/validation.spl	110	llm_caret.claude_full.commands/add-dir	port-full-behavior	test/03_system/tools/llm/claude_full/commands/add-dir/validation_spec.spl	target LOC >= 110; behavior parity assertions; symbol rows implemented
commands/advisor.ts	109	ts	commands/advisor	src/app/llm_caret/claude_full/commands/advisor.spl	109	llm_caret.claude_full.commands/advisor	port-full-behavior	test/03_system/tools/llm/claude_full/commands/advisor_spec.spl	target LOC >= 109; behavior parity assertions; symbol rows implemented
commands/agents/agents.tsx	11	tsx	commands/agents	src/app/llm_caret/claude_full/commands/agents/agents.spl	11	llm_caret.claude_full.commands/agents	port-full-behavior	test/03_system/tools/llm/claude_full/commands/agents/agents_spec.spl	target LOC >= 11; behavior parity assertions; symbol rows implemented
commands/agents/index.ts	10	ts	commands/agents	src/app/llm_caret/claude_full/commands/agents/index.spl	10	llm_caret.claude_full.commands/agents	port-full-behavior	test/03_system/tools/llm/claude_full/commands/agents/index_spec.spl	target LOC >= 10; behavior parity assertions; symbol rows implemented
commands/ant-trace/index.js	1	js	commands/ant-trace	src/app/llm_caret/claude_full/commands/ant-trace/index.spl	1	llm_caret.claude_full.commands/ant-trace	port-full-behavior	test/03_system/tools/llm/claude_full/commands/ant-trace/index_spec.spl	target LOC >= 1; behavior parity assertions; symbol rows implemented
commands/autofix-pr/index.js	1	js	commands/autofix-pr	src/app/llm_caret/claude_full/commands/autofix-pr/index.spl	1	llm_caret.claude_full.commands/autofix-pr	port-full-behavior	test/03_system/tools/llm/claude_full/commands/autofix-pr/index_spec.spl	target LOC >= 1; behavior parity assertions; symbol rows implemented
commands/backfill-sessions/index.js	1	js	commands/backfill-sessions	src/app/llm_caret/claude_full/commands/backfill-sessions/index.spl	1	llm_caret.claude_full.commands/backfill-sessions	port-full-behavior	test/03_system/tools/llm/claude_full/commands/backfill-sessions/index_spec.spl	target LOC >= 1; behavior parity assertions; symbol rows implemented
commands/branch/branch.ts	296	ts	commands/branch	src/app/llm_caret/claude_full/commands/branch/branch.spl	296	llm_caret.claude_full.commands/branch	port-full-behavior	test/03_system/tools/llm/claude_full/commands/branch/branch_spec.spl	target LOC >= 296; behavior parity assertions; symbol rows implemented
commands/branch/index.ts	14	ts	commands/branch	src/app/llm_caret/claude_full/commands/branch/index.spl	14	llm_caret.claude_full.commands/branch	port-full-behavior	test/03_system/tools/llm/claude_full/commands/branch/index_spec.spl	target LOC >= 14; behavior parity assertions; symbol rows implemented
commands/break-cache/index.js	1	js	commands/break-cache	src/app/llm_caret/claude_full/commands/break-cache/index.spl	1	llm_caret.claude_full.commands/break-cache	port-full-behavior	test/03_system/tools/llm/claude_full/commands/break-cache/index_spec.spl	target LOC >= 1; behavior parity assertions; symbol rows implemented
commands/bridge/bridge.tsx	508	tsx	commands/bridge	src/app/llm_caret/claude_full/commands/bridge/bridge.spl	508	llm_caret.claude_full.commands/bridge	port-full-behavior	test/03_system/tools/llm/claude_full/commands/bridge/bridge_spec.spl	target LOC >= 508; behavior parity assertions; symbol rows implemented
commands/bridge/index.ts	26	ts	commands/bridge	src/app/llm_caret/claude_full/commands/bridge/index.spl	26	llm_caret.claude_full.commands/bridge	port-full-behavior	test/03_system/tools/llm/claude_full/commands/bridge/index_spec.spl	target LOC >= 26; behavior parity assertions; symbol rows implemented
commands/bridge-kick.ts	200	ts	commands/bridge-kick	src/app/llm_caret/claude_full/commands/bridge-kick.spl	200	llm_caret.claude_full.commands/bridge-kick	port-full-behavior	test/03_system/tools/llm/claude_full/commands/bridge-kick_spec.spl	target LOC >= 200; behavior parity assertions; symbol rows implemented
commands/brief.ts	130	ts	commands/brief	src/app/llm_caret/claude_full/commands/brief.spl	130	llm_caret.claude_full.commands/brief	port-full-behavior	test/03_system/tools/llm/claude_full/commands/brief_spec.spl	target LOC >= 130; behavior parity assertions; symbol rows implemented
commands/btw/btw.tsx	242	tsx	commands/btw	src/app/llm_caret/claude_full/commands/btw/btw.spl	242	llm_caret.claude_full.commands/btw	port-full-behavior	test/03_system/tools/llm/claude_full/commands/btw/btw_spec.spl	target LOC >= 242; behavior parity assertions; symbol rows implemented
commands/btw/index.ts	13	ts	commands/btw	src/app/llm_caret/claude_full/commands/btw/index.spl	13	llm_caret.claude_full.commands/btw	port-full-behavior	test/03_system/tools/llm/claude_full/commands/btw/index_spec.spl	target LOC >= 13; behavior parity assertions; symbol rows implemented
commands/bughunter/index.js	1	js	commands/bughunter	src/app/llm_caret/claude_full/commands/bughunter/index.spl	1	llm_caret.claude_full.commands/bughunter	port-full-behavior	test/03_system/tools/llm/claude_full/commands/bughunter/index_spec.spl	target LOC >= 1; behavior parity assertions; symbol rows implemented
commands/chrome/chrome.tsx	284	tsx	commands/chrome	src/app/llm_caret/claude_full/commands/chrome/chrome.spl	284	llm_caret.claude_full.commands/chrome	port-full-behavior	test/03_system/tools/llm/claude_full/commands/chrome/chrome_spec.spl	target LOC >= 284; behavior parity assertions; symbol rows implemented
commands/chrome/index.ts	13	ts	commands/chrome	src/app/llm_caret/claude_full/commands/chrome/index.spl	13	llm_caret.claude_full.commands/chrome	port-full-behavior	test/03_system/tools/llm/claude_full/commands/chrome/index_spec.spl	target LOC >= 13; behavior parity assertions; symbol rows implemented
commands/clear/caches.ts	144	ts	commands/clear	src/app/llm_caret/claude_full/commands/clear/caches.spl	144	llm_caret.claude_full.commands/clear	port-full-behavior	test/03_system/tools/llm/claude_full/commands/clear/caches_spec.spl	target LOC >= 144; behavior parity assertions; symbol rows implemented
commands/clear/clear.ts	7	ts	commands/clear	src/app/llm_caret/claude_full/commands/clear/clear.spl	7	llm_caret.claude_full.commands/clear	port-full-behavior	test/03_system/tools/llm/claude_full/commands/clear/clear_spec.spl	target LOC >= 7; behavior parity assertions; symbol rows implemented
commands/clear/conversation.ts	251	ts	commands/clear	src/app/llm_caret/claude_full/commands/clear/conversation.spl	251	llm_caret.claude_full.commands/clear	port-full-behavior	test/03_system/tools/llm/claude_full/commands/clear/conversation_spec.spl	target LOC >= 251; behavior parity assertions; symbol rows implemented
commands/clear/index.ts	19	ts	commands/clear	src/app/llm_caret/claude_full/commands/clear/index.spl	19	llm_caret.claude_full.commands/clear	port-full-behavior	test/03_system/tools/llm/claude_full/commands/clear/index_spec.spl	target LOC >= 19; behavior parity assertions; symbol rows implemented
commands/color/color.ts	93	ts	commands/color	src/app/llm_caret/claude_full/commands/color/color.spl	93	llm_caret.claude_full.commands/color	port-full-behavior	test/03_system/tools/llm/claude_full/commands/color/color_spec.spl	target LOC >= 93; behavior parity assertions; symbol rows implemented
commands/color/index.ts	16	ts	commands/color	src/app/llm_caret/claude_full/commands/color/index.spl	16	llm_caret.claude_full.commands/color	port-full-behavior	test/03_system/tools/llm/claude_full/commands/color/index_spec.spl	target LOC >= 16; behavior parity assertions; symbol rows implemented
commands/commit-push-pr.ts	158	ts	commands/commit-push-pr	src/app/llm_caret/claude_full/commands/commit-push-pr.spl	158	llm_caret.claude_full.commands/commit-push-pr	port-full-behavior	test/03_system/tools/llm/claude_full/commands/commit-push-pr_spec.spl	target LOC >= 158; behavior parity assertions; symbol rows implemented
commands/commit.ts	92	ts	commands/commit	src/app/llm_caret/claude_full/commands/commit.spl	92	llm_caret.claude_full.commands/commit	port-full-behavior	test/03_system/tools/llm/claude_full/commands/commit_spec.spl	target LOC >= 92; behavior parity assertions; symbol rows implemented
commands/compact/compact.ts	287	ts	commands/compact	src/app/llm_caret/claude_full/commands/compact/compact.spl	287	llm_caret.claude_full.commands/compact	port-full-behavior	test/03_system/tools/llm/claude_full/commands/compact/compact_spec.spl	target LOC >= 287; behavior parity assertions; symbol rows implemented
commands/compact/index.ts	15	ts	commands/compact	src/app/llm_caret/claude_full/commands/compact/index.spl	15	llm_caret.claude_full.commands/compact	port-full-behavior	test/03_system/tools/llm/claude_full/commands/compact/index_spec.spl	target LOC >= 15; behavior parity assertions; symbol rows implemented
commands/config/config.tsx	6	tsx	commands/config	src/app/llm_caret/claude_full/commands/config/config.spl	6	llm_caret.claude_full.commands/config	port-full-behavior	test/03_system/tools/llm/claude_full/commands/config/config_spec.spl	target LOC >= 6; behavior parity assertions; symbol rows implemented
commands/config/index.ts	11	ts	commands/config	src/app/llm_caret/claude_full/commands/config/index.spl	11	llm_caret.claude_full.commands/config	port-full-behavior	test/03_system/tools/llm/claude_full/commands/config/index_spec.spl	target LOC >= 11; behavior parity assertions; symbol rows implemented
commands/context/context-noninteractive.ts	325	ts	commands/context	src/app/llm_caret/claude_full/commands/context/context-noninteractive.spl	325	llm_caret.claude_full.commands/context	port-full-behavior	test/03_system/tools/llm/claude_full/commands/context/context-noninteractive_spec.spl	target LOC >= 325; behavior parity assertions; symbol rows implemented
commands/context/context.tsx	63	tsx	commands/context	src/app/llm_caret/claude_full/commands/context/context.spl	63	llm_caret.claude_full.commands/context	port-full-behavior	test/03_system/tools/llm/claude_full/commands/context/context_spec.spl	target LOC >= 63; behavior parity assertions; symbol rows implemented
commands/context/index.ts	24	ts	commands/context	src/app/llm_caret/claude_full/commands/context/index.spl	24	llm_caret.claude_full.commands/context	port-full-behavior	test/03_system/tools/llm/claude_full/commands/context/index_spec.spl	target LOC >= 24; behavior parity assertions; symbol rows implemented
commands/copy/copy.tsx	370	tsx	commands/copy	src/app/llm_caret/claude_full/commands/copy/copy.spl	370	llm_caret.claude_full.commands/copy	port-full-behavior	test/03_system/tools/llm/claude_full/commands/copy/copy_spec.spl	target LOC >= 370; behavior parity assertions; symbol rows implemented
commands/copy/index.ts	15	ts	commands/copy	src/app/llm_caret/claude_full/commands/copy/index.spl	15	llm_caret.claude_full.commands/copy	port-full-behavior	test/03_system/tools/llm/claude_full/commands/copy/index_spec.spl	target LOC >= 15; behavior parity assertions; symbol rows implemented
commands/cost/cost.ts	24	ts	commands/cost	src/app/llm_caret/claude_full/commands/cost/cost.spl	24	llm_caret.claude_full.commands/cost	port-full-behavior	test/03_system/tools/llm/claude_full/commands/cost/cost_spec.spl	target LOC >= 24; behavior parity assertions; symbol rows implemented
commands/cost/index.ts	23	ts	commands/cost	src/app/llm_caret/claude_full/commands/cost/index.spl	23	llm_caret.claude_full.commands/cost	port-full-behavior	test/03_system/tools/llm/claude_full/commands/cost/index_spec.spl	target LOC >= 23; behavior parity assertions; symbol rows implemented
commands/createMovedToPluginCommand.ts	65	ts	commands/createMovedToPluginCommand	src/app/llm_caret/claude_full/commands/createMovedToPluginCommand.spl	65	llm_caret.claude_full.commands/createMovedToPluginCommand	port-full-behavior	test/03_system/tools/llm/claude_full/commands/createMovedToPluginCommand_spec.spl	target LOC >= 65; behavior parity assertions; symbol rows implemented
commands/ctx_viz/index.js	1	js	commands/ctx_viz	src/app/llm_caret/claude_full/commands/ctx_viz/index.spl	1	llm_caret.claude_full.commands/ctx_viz	port-full-behavior	test/03_system/tools/llm/claude_full/commands/ctx_viz/index_spec.spl	target LOC >= 1; behavior parity assertions; symbol rows implemented
