doc/01_research/runtime/rust_high_performance_patterns_2026-02-04.md:390	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/rust_high_performance_patterns_2026-02-04.md:428	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/rust_high_performance_patterns_2026-02-04.md:452	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/rust_high_performance_patterns_2026-02-04.md:497	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/rust_high_performance_patterns_2026-02-04.md:701	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/rust_high_performance_patterns_2026-02-04.md:780	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/rust_high_performance_patterns_2026-02-04.md:815	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/rust_high_performance_patterns_2026-02-04.md:1048	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/rust_high_performance_patterns_2026-02-04.md:1078	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/rust_high_performance_patterns_2026-02-04.md:1139	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/rust_high_performance_patterns_2026-02-04.md:1189	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/async_mmap_file_api.md:201	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/async_mmap_file_api.md:251	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/async_mmap_file_api.md:265	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/async_mmap_file_api.md:298	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/async_mmap_file_api.md:315	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/async_mmap_file_api.md:345	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/async_mmap_file_api.md:403	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/async_mmap_file_api.md:442	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/async_mmap_file_api.md:475	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/async_mmap_file_api.md:514	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/async_mmap_file_api.md:533	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/async_mmap_file_api.md:564	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/async_mmap_file_api.md:587	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/async_mmap_file_api.md:600	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/monoio_runtime_integration.md:377	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/monoio_runtime_integration.md:409	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/monoio_runtime_integration.md:430	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/monoio_runtime_integration.md:459	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/monoio_runtime_integration.md:488	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/monoio_runtime_integration.md:507	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/monoio_runtime_integration.md:624	B_IGNORED_ROOT	simple	unadjudicated
doc/01_research/runtime/monoio_runtime_integration.md:730	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:41	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:62	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:74	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:95	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:110	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:128	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:150	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:171	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:197	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:223	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:244	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:268	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:316	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:326	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:337	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:348	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:361	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:370	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:383	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:429	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/tutorials/simple_math_quickstart.md:437	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:44	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:74	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:107	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:139	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:173	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:211	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:249	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:290	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:330	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:372	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:419	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:467	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:499	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:517	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:531	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:547	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:595	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:627	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:667	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/api/vulkan_ffi.md:701	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/proposals/enhanced_spec_features.md:19	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/proposals/enhanced_spec_features.md:25	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/proposals/enhanced_spec_features.md:33	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/proposals/enhanced_spec_features.md:78	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase4_math_complete.md:254	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase4_math_complete.md:263	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase4_math_complete.md:273	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase4_math_complete.md:283	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase6_file_io_complete.md:295	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase6_file_io_complete.md:306	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase6_file_io_complete.md:325	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase6_file_io_complete.md:343	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase6_file_io_complete.md:358	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase3_io_runtime_complete.md:334	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase3_io_runtime_complete.md:345	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase3_io_runtime_complete.md:353	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase3_io_runtime_complete.md:362	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase8_atomic_complete.md:268	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase8_atomic_complete.md:284	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase8_atomic_complete.md:301	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase8_atomic_complete.md:320	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase8_atomic_complete.md:339	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase8_atomic_complete.md:352	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase8_atomic_complete.md:420	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase5_time_complete.md:259	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase5_time_complete.md:271	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase5_time_complete.md:287	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase5_time_complete.md:300	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase7_env_process_complete.md:262	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase7_env_process_complete.md:278	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase7_env_process_complete.md:300	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase7_env_process_complete.md:313	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase13_eval_complete.md:386	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase13_eval_complete.md:395	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase13_eval_complete.md:407	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase9_sync_complete.md:261	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase9_sync_complete.md:289	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase9_sync_complete.md:315	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase9_sync_complete.md:328	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase2b_concurrent_extraction_complete.md:329	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase2b_concurrent_extraction_complete.md:340	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase2b_concurrent_extraction_complete.md:349	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/refactoring/phase2b_concurrent_extraction_complete.md:359	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/reports/COMMIT_MESSAGE.md:30	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/reports/COMMIT_MESSAGE.md:39	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/reports/COMMIT_MESSAGE.md:58	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/reports/COMMIT_MESSAGE.md:67	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/reports/BUG_FIX_PLAN.md:57	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/reports/BUG_FIX_PLAN.md:72	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/reports/BUG_FIX_PLAN.md:145	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/reports/COMMIT_SUMMARY.md:98	B_IGNORED_ROOT	simple	unadjudicated
doc/11_archive/reports/COMMIT_SUMMARY.md:107	B_IGNORED_ROOT	simple	unadjudicated
doc/03_plan/agent_tasks/mission_critical_infra_hardening_v2.md:89	B_IGNORED_ROOT	simple	unadjudicated
doc/08_tracking/parallel_agent_plan_debug_formats_2026-05-08.md:58	B_IGNORED_ROOT	spl	unadjudicated
doc/08_tracking/parallel_agent_plan_debug_formats_2026-05-08.md:132	B_IGNORED_ROOT	spl	unadjudicated
doc/05_design/sound_engine.md:17	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:57	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:80	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:102	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:125	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:152	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:186	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:214	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:238	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:261	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:278	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:313	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:329	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:348	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:366	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:382	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:481	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/unified_wrapper_unwrap_proposal.md:497	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/sspec_capture_extension.md:25	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/sspec_capture_extension.md:68	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/sspec_capture_extension.md:79	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/sspec_capture_extension.md:117	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/sspec_capture_extension.md:176	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/sspec_capture_extension.md:206	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/simple_compiler_offload.md:17	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/simple_compiler_offload.md:84	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/simple_compiler_offload.md:198	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/simple_compiler_offload.md:253	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/simple_compiler_offload.md:299	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/llm_caret_claude_cli_harden.md:116	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/shared_multilingual_gpu_fonts.md:12	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/gpu_web_db_offload.md:8	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/gpu_web_db_offload.md:37	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/ui_cli_llm_access.md:43	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/ui_cli_llm_access.md:109	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/host_gpu_lane.md:16	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/wm_gui_web_2d_host_env_hardening.md:47	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/parser_framework.md:16	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/parser_framework.md:41	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/parser_framework.md:200	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/parser_framework.md:268	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/parser_framework.md:316	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/parser_framework.md:380	B_IGNORED_ROOT	simple	unadjudicated
doc/05_design/parser_framework.md:429	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_signal_extract_spec.md:56	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/_ubs_trivial_probe_spec.md:49	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/local_gateway_spec.md:51	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/local_gateway_spec.md:70	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/local_gateway_spec.md:87	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/local_gateway_spec.md:106	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/local_gateway_spec.md:124	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/local_gateway_spec.md:142	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/local_gateway_spec.md:162	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/local_gateway_spec.md:182	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/local_gateway_spec.md:200	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/local_gateway_spec.md:219	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/local_gateway_spec.md:239	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/local_gateway_spec.md:257	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/local_gateway_spec.md:274	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/local_gateway_spec.md:302	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/circuit_breaker_spec.md:51	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/circuit_breaker_spec.md:69	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/circuit_breaker_spec.md:93	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/circuit_breaker_spec.md:122	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/circuit_breaker_spec.md:154	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/circuit_breaker_spec.md:183	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/circuit_breaker_spec.md:216	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/circuit_breaker_spec.md:249	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/test_continue_temp_spec.md:55	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/test_cc_temp_spec.md:49	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_exact_a1_spec.md:50	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_exact_a1_spec.md:73	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_html_compat_probe_native_min_spec.md:50	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/vault_spec.md:51	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/vault_spec.md:74	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/vault_spec.md:92	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/vault_spec.md:114	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/vault_spec.md:134	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/vault_spec.md:155	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/vault_spec.md:174	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/vault_spec.md:197	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/vault_spec.md:221	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_baseline_spec.md:50	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/test_and_probe_spec.md:49	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/test_and_probe_spec.md:69	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_half2_spec.md:50	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_half2_spec.md:64	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_half2_spec.md:78	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_half2_spec.md:92	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_half2_spec.md:106	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_half2_spec.md:120	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_half2_spec.md:134	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_shrink_spec.md:50	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_view_full_marker_spec.md:74	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_q1_spec.md:50	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_q1_spec.md:64	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_q1_spec.md:78	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_q1_spec.md:92	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_q1_spec.md:106	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/sfm_spec.md:51	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/sfm_spec.md:66	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/sfm_spec.md:81	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/sfm_spec.md:101	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/sfm_spec.md:116	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/sfm_spec.md:134	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/sfm_spec.md:152	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/sfm_spec.md:170	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/sfm_spec.md:190	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_q2_spec.md:50	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_q2_spec.md:64	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_q2_spec.md:78	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_q2_spec.md:92	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/tmp_rgb_test_spec.md:49	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/gateway_spec.md:51	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/gateway_spec.md:70	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/gateway_spec.md:88	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/gateway_spec.md:107	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/gateway_spec.md:129	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/gateway_spec.md:149	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/gateway_spec.md:169	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/gateway_spec.md:189	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/gateway_spec.md:209	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/gateway_spec.md:229	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/gateway_spec.md:258	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/gateway_spec.md:283	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/test_currentcolor2_spec.md:49	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/test_currentcolor2_spec.md:63	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/test_currentcolor2_spec.md:77	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/test_currentcolor2_spec.md:91	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/telnet_serial_bridge_spec.md:53	B_IGNORED_ROOT	simple	unadjudicated
doc/06_spec/telnet_serial_bridge_spec.md:75	B_IGNORED_ROOT	simple	unadjudicated
